"","AU","TI","Screen1_Assessed","Screen1_MissingDetails","Screen1_GoldStar","Screen1_Reject","Screen1_RejectNOTEntreP","Screen1_VaguelyRelevent","Screen1_Women","Screen1_EntreP","Screen1_EAfrica","Screen1_Example","Screen1_Notes"
"1022","Yaro Ja;Teye Jk;Torvikey Gd","Agricultural commercialisation models, agrarian dynamics and local development in ghana",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"1023","Yesigat A;Awoke W","Determinants of rural women economic empowerment: the case of bahir dar zuria woreda in amhara region, ethiopia",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"1024","Yila Jo;Sylla A;Traore S;Sawadogo-Compaore Emfw","Trait preferences of sorghum and pearl millet value chain actors in mali and burkina faso: a case for gender- responsive and demand-driven breeding",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"1025","Yilma Tm;Tilahun B;Mamuye A;Kerie;Hailemariam H;Nurhussien F;Zemen E;Mebratu;Aragaw A;Abebaw T;Gebeyehu H;Abay S;Sisay G;Getachew R;Zemene W;Tesfaye;Selamsew S;Tegegne Md","Organizational and health professional readiness for the implementation of electronic medical record system: an implication for the current emr implementation in northwest ethiopia",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"1026","Yokouchi T;Saito K","Factors affecting farmers' adoption of nerica upland rice varieties: the case of a seed producing village in central benin",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"1027","Yousif Nba;Daoud Sam","Online voluntary organizations: training women to resist various types of violence through online training",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"1028","Youtie J;Shapira P;Laudeman G","Supply, demand and ict-based services: a local level perspective",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"1029","Yunitasari E;Putri Duw;Armini Nk;Alit A;Sudarsiwi Np;Ramoo V","Analysis of factors that affect the utilization of antenatal care in developing countries: a systematic review",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"systematic review"
"1030","Yusuf F;Owolabi S;Aregbesola A;Oguntayo;Sunday S;Okocha F;Eyiolorunse T","Demographics, socio-economic and cognitive skills as barriers to information seeking in a digital library environment",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"1031","Zaimovic A;Omanovic A;Meskovic Mn;Arnaut-Berilo A;Zaimovic T;Dedovic L;Torlakovic A","The nexus between digital financial knowledge and financial inclusion: digital financial attitudes and behaviour as mediators enhancing financial inclusion",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"1032","Zhang A;Sayre Jw;Vachon L;Liu Bj;Huang Hk","Racial differences in growth patterns of children assessed on the basis of bone age",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"1033","Zhang A;Tsao S;Sayre Jw;Gertych;Arkadiusz A;Liu Bj;Huang Hk","Is greulich and pyle atlas still a good reference for bone age assessment?",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"1034","Zhang Z;Shi F;She J","Robot-assisted tumorectomy for an unusual pelvic retroperitoneal leiomyoma: a case report",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"1035","Zidouemba Pr;Kinda Rs;Nikiema;Pouirketa Rita Pr","Impacts of agricultural capital subsidies for women in burkina faso: lessons from a computable general equilibrium model",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"1036","Zondo Wns;Ndoro Jt","Attributes of diffusion of innovation's influence on smallholder farmers' social media adoption in mpumalanga province, south africa",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"1037","Zossou E;Saito K;Assouma-Imorou A;Ahouanton K;Tarfa Bd","Participatory diagnostic for scaling a decision support tool for rice crop management in northern nigeria",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"1038","Zossou E;Van Mele P;Vodouhe Sd;Wanvoeke J","Women groups formed in response to public video screenings on rice processing in benin",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"1039","Zulu Ns;Hlatshwayo Si;Ojo;Temitope Oluwaseun To;Slotow R;Cele T;Ngidi;Mjabuliseni Simon Cloapas Msc","The impact of credit accessibility and information communication technology on the income of small-scale sugarcane farmers in ndwedwe local municipality, kwazulu-natal province, south africa",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"1040","Zunza M;Thabane L;Kuhn L;Els C;Cotton Mf;Young T","Mobile phone text messaging plus motivational interviewing versus usual care: study protocol for a randomized controlled trial to evaluate effects on breastfeeding, child health, and survival outcomes, among women living with hiv (mti-mi)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"1041","Zurovac D;Otieno G;Kigen S;Mbithi A;M. M;Muturi A;Snow Rw;Nyandigisi A","Ownership and use of mobile phones among health workers, caregivers of sick children and adult patients in kenya: cross-sectional national survey",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"1042","Zweifel H","Impact on women in the south",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"695","Mutula Sm","Peculiarities of the digital divide in sub-saharan africa",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"696","Mutung'u G","The united nations guiding principles on business and human rights, women and digital id in kenya: a decolonial perspective",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"697","Mutyaba W","Entrepreneurship training and development in eastern cape, south africa: challenges and opportunities",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"698","Muzanenhamo A;Rankhumise E","Literature review on digital entrepreneurship in south africa: a human capital perspective*",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"699","Mwalongo Ai;Mkonongwa Lm","Lecturers' perceptions of support for integrating information and communication technologies in teaching and learning",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"700","Mwalukasa N","Mobile phones in enhancing education: factors influencing their phones use in accessing academic information in tanzania",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"701","Mwangi E;Meinzen-Dick R;Sun Y","Gender and sustainable forest management in east africa and latin america",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"702","Mwangi Jk;Crewett W","The impact of irrigation on small-scale african indigenous vegetable growers' market access in peri-urban kenya",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"703","Mwinuka L;Hyera Eo","Effect of socio-cultural factors on gendered decision-making in the adoption of improved maize storage technologies",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"704","Mwombe Sol;Mugivane Fi;Adolwa Is;Nderitu Jh","Evaluation of information and communication technology utilization by small holder banana farmers in gatanga district, kenya",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"705","Myeki Lw;Nengovhela Nb;Mudau L;Nakana E;Ngqangweni S","Estimation of technical, allocative, and economic efficiencies for smallholder broiler producers in south africa",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"706","Myeni S;Makate M;Mahonye N","Does mobile money promote financial inclusion in eswatini?",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"707","N'goran Ek;Odiere Mr;Aka Ra;Ouattara M;Aka Nad;Ogutu B;Rawago;Fredrick F;Bagchus Wm;Boedding M;Kourany-Lefoll E;Tappert A;Yin X;Bezuidenhout D;Badenhorst H;Huber E;Daelken;Benjamin B;Saflo Oha","Efficacy, safety, and palatability of arpraziquantel (l-praziquantel) orodispersible tablets in children aged 3 months to 6 years infected with<i> schistosoma</i> in cote d'ivoire and kenya: an open-label, partly randomised, phase 3 trial",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"708","Nalunga A;Mugisha J;Walekhwa P;Smith J","The dynamics of household labor allocation to biogas production, farm and non-farm activities in central uganda",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"709","Nalwanga R;Nuwamanya E;Nuwasiima A;Babigumira Ju;Asiimwe Ft;Babigumira Jb","Utilization of a mobile phone application to increase access to sexual and reproductive health information, goods, and services among university students in uganda",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"710","Namawejje H;Yawe B","Financial literacy among rural agribusiness women in luweero district, uganda: implications for mobile money and village savings and loan associations",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"711","Namey E;Perry B;Headley J;Yao A;Kouakou K;Ouattara Ml;Shighata C;Ferguson M","Understanding the financial lives of female sex workers in abidjan, cote d'ivoire: implications for economic strengthening interventions for hiv prevention",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"is sex work considered entrepreneurship"
"712","Nandru P;Chendragiri M;Arulmurugan;Velayutham V","Socioeconomic determinants of ownership of payment cards, mobile money account, and government remittances of digital financial services: evidence from india",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"not focused on Africa but could be relevant?   "
"713","Nassar Ar;Holmes K;Mehta K","Student outcomes of short-term international humanitarian engineering fieldwork",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"714","Natile S","Regulating exclusions? Gender, development and the limits of inclusionary financial platforms",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"715","Ndayambaje Jd;Heijman Wjm;Mohren Gmj","Household determinants of tree planting on farms in rural rwanda",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"716","Ndione M;Ashta A;Liba Bbb","Banks, microfinance institutions and fintech: how the ratio of male and female entrepreneurs moderates their capacity for financial inclusion",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"717","Ndjokou Immm;Asaloko Pp","Empirical verification of the link between the digital divide and women's economic participation in africa",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"718","Ndofirepi Tm;Dzansi Dy;Rambe P","An exploratory study on the gender-based differences in entrepreneurial intention and its antecedents amongst students of a south african university of technology",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"719","Ndour Ct;Asongu S","Information technology, gender economic inclusion and environment sustainability in sub-sahara africa",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"720","Nel H;Venter Ab","The women in engineering and the built environment program at the university of johannesburg: an overview of its strategic focus and development since 2006",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"721","Nel H;Venter Ab","Towards the design of gender social programmes in science, engineering and technology in sub-saharan africa: the women in engineering and the built environment programme at the university of johannesburg",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"722","Nelson Hd;Cantor A;Wagner J;Jungbauer;Rebecca R;Quinones A;Stillman L;Kondo K","Achieving health equity in preventive services: a systematic review for a national institutes of health pathways to prevention workshop",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"only interesting because its a systematic review"
"723","Neneh Bn;Welsh Dhb","Family support and business performance of south african female technology entrepreneurs",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"724","Nenova T;Niang Ct;Ahmad A","Access to finance for the underserved",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"vaguely interesting cause microfinance services is corelated with entrepreneurship "
"725","Ngaiwi Me;Molua El;Sonwa Dj;Meliko;Majory O. Mo;Bomdzele Ej;Ayuk Je;Castro-Nunez;Augusto A;Latala Mm","Do farmers? Socioeconomic status determine the adoption of conservation agriculture? An empirical evidence from eastern and southern regions of cameroon",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"726","Ngango J;Hong S","Adoption of small-scale irrigation technologies and its impact on land productivity: evidence from rwanda",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"727","Ngarava S;Phetshe M;Mushunje A","Market awareness and participation for cattle farmers in the kaonafatso ya dikgomo (kyd) scheme in kwazulu-natal province, south africa",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"728","Ngaruiya C;Oti S;Van De Vijver S;Kyobutungi C;Free C","Target women: equity in access to mhealth technology in a non-communicable disease care intervention in kenya",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"729","Ngoasong Mz","Digital entrepreneurship in a resource-scarce context: a focus on entrepreneurial digital competencies",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"730","Ngono Jfl","Financing women's entrepreneurship in sub-saharan africa: bank, microfinance and mobile money",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"731","Nguyen Dhm;Panthum T;Ponjarat J;Laopichienpong N;Kraichak E;Singchat W;Ahmad Sf;Muangmai N;Peyachoknagul S;Na-Nakorn U;Srikulnath K","An investigation of zz/zw and xx/xy sex determination systems in north african catfish (<i>clarias gariepinus</i>, burchell, 1822)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"732","Nhamo G","New global sustainable development agenda: a focus on africa",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"733","Niembro A","Globalization, productive re-location and territorial inequalities: a comprehensive review of the approaches of global value chains and global production networks",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"734","Nigus G;Ketema M;Haji J;Sileshi;Million M","Determinants of adoption of urban agricultural practices in eastern haraghe zone of oromia region and dire dawa city administration, eastern ethiopia",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"735","Njagi P;Groot W;Arsenijevic J;Dyer S;Mburu G;Kiarie J","Financial costs of assisted reproductive technology for patients in low - and middle-income countries: a systematic review",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"only interesting casue systematic review"
"736","Njenga K;Ndlovu S","Mobile banking and information security risks: demand-side predilections of south african lead-users",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"737","Njiru H;Njogu E;Gitahi Mw;Kabiru E","Effectiveness of public health education on the uptake of iron and folic acid supplements among pregnant women: a stepped wedge cluster randomised trial",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"738","Njuguna-Mungai E;Omondi I;Galie A;Jumba H;Derseh M;Paul Bk;Zenebe;Mesfin M;Juma A;Duncan A","Gender dynamics around introduction of improved forages in kenya and ethiopia",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"739","Njuki J;Eissler S;Malapit H;Meinzen-Dick;Ruth R;Bryan E;Quisumbing A","A review of evidence on gender equality, women?S empowerment, and food systems",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"740","Nkoa Beo;Song Js","How digital innovation affects women's entrepreneurship in africa? An analysis of transmission channels",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,""
"741","Nkoa Beo;Song Js;Belomo M;Laure Onguene Lo","Does ict diffusion contribute to women's political empowerment in africa?",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"742","Nkosi M;Agholor Ai;Olorunfemi O;David D","Agro-investments among small farm business entrepreneurs in the era of the fourth industrial revolution: a case in the mpumalanga province, south africa",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"743","Nsenge Mh;Waruguru Ml;Nyaga Ms","Exploratory factor analysis of congolese information technology graduates' employability: towards sustainable employment",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"744","Nsengimana S;Tengeh Rk;Iwu Cg","The sustainability of businesses in kigali, rwanda: an analysis of the barriers faced by women entrepreneurs",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"745","Nugroho A","Agricultural market information in developing countries: a literature review",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"746","Nuwamanya E;Nalwanga R;Nuwasiima A;Babigumira Ju;Asiimwe Ft;Babigumira Jb;Ngambouk Vp","Effectiveness of a mobile phone application to increase access to sexual and reproductive health information, goods, and services among university students in uganda: a randomized controlled trial",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"747","Nwajiuba Ca;Igwe Pa;Binuomote M;Olayinka O;Nwajiuba Ao;Nwekpa Kc","The barriers to high-growth enterprises: what do businesses in africa experience?",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"748","Nyashilu I;Kiunsi R;Kyessi A","Climate change vulnerability assessment in the new urban planning process in tanzania",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"749","Nyatanyi T;Wilkes M;Mcdermott H;Nzietchueng S;Gafarasi I;Mudakikwa A;Kinani Jf;Rukelibuga J;Omolo J;Mupfasoni D;Kabeja A;Nyamusore J;Nziza;Julius J;Hakizimana Jl;Kamugisha J;Nkunda;Richard R;Kibuuka R;Rugigana E;Farmer P;Cotton P;Binagwaho A","Implementing one health as an integrated approach to health in rwanda",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"750","Nyoni Rs;Bruelle G;Chikowo R;Andrieu;Nadine N","Targeting smallholder farmers for climate information services adoption in africa: a systematic literature review",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"751","Ochieng' S;Hariharan N;Abuya T;Okondo;Chantalle C;Ndwiga C;Warren Ce;Wickramanayake A;Rajasekharan S","Exploring the implementation of an sms-based digital health tool on maternal and infant health in informal settlements",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"752","Ochir G;Baatar M;Sanjaa M;Williams H","A comparative study of gender disparities in geoscience and mining in mongolia",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"753","Ockwell D;Atela J;Mbeva K;Chengo V;Byrne R;Durrant R;Kasprowicz V;Ely;Adrian A","Can pay-as-you-go, digitally enabled business models support sustainability transformations in developing countries? Outstanding questions and a theoretical basis for future research",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"754","Odoemena B;Ihedioha D;Ibana S;Okoli P","Making rice agribusiness work in sub-humid tropics of nigeria: the commodity value chain development approach",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"755","Odoh A;Branney P","Ambitious and driven to scale the barriers to top management: experiences of women leaders in the nigerian technology sector",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"756","Oduor E;Neustaedter C;Judge Tk;Hennessy K;Pang C;Hillman S","How technology supports family communication in rural, suburban, and urban kenya",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
